customer_id,loan_amount_ngn,tenure_months,interest_rate,age,gender,employment_status,monthly_income_ngn,residence_type,bureau_score,existing_loans_count,debt_to_income_ratio,mobile_phone_usage_days,savings_balance_ngn,loan_purpose,region,application_channel,default_target
CUST003768,173548,12,0.283,40,F,Self-employed,6076,Rented,490,2,0.673,592,2236,Business,South-South,Branch,0
CUST003769,80631,12,0.319,58,F,Self-employed,352470,Owned,615,0,0.006,1771,11360,Business,North-Central,Online,0
CUST003770,18704,12,0.269,35,M,Self-employed,42363,Family,252,2,0.01,1584,13773,Business,North-Central,Agent,0
CUST003771,120836,12,0.282,53,F,Self-employed,120529,Owned,171,0,0.024,1716,283940,Business,South-West,Branch,0
CUST003772,19988,6,0.299,29,M,Employed,74602,Owned,501,0,0.013,591,3019,Business,South-West,Agent,0
CUST003773,14208,6,0.334,54,F,Employed,24292,Family,289,0,0.033,745,12357,Emergency,South-West,Online,0
CUST003774,14593,6,0.196,28,F,Employed,95524,Owned,159,1,0.005,167,1955,Business,North-East,Online,0
CUST003775,4336,3,0.236,22,F,Self-employed,30943,Rented,238,0,0.011,1211,19749,Education,North-Central,Online,0
CUST003776,63949,12,0.301,68,M,Self-employed,39702,Owned,348,2,0.04,1737,17615,Emergency,North-West,Agent,0
CUST003777,4034,3,0.343,38,M,Employed,132881,Rented,387,0,0.003,1687,10137,Education,South-South,Online,0
CUST003778,8315,24,0.347,49,F,Employed,26321,Family,472,0,0.005,991,753,Emergency,South-West,Agent,0
CUST003779,3008,12,0.288,46,M,Self-employed,6864,Rented,80,0,0.011,720,3994,Business,North-Central,Online,0
CUST003780,32751,12,0.213,24,M,Self-employed,23333,Rented,478,0,0.025,1119,5262,Business,North-East,Online,0
CUST003781,30321,24,0.2,53,M,Employed,240412,Family,544,1,0.001,718,8810,Business,South-East,Agent,0
CUST003782,24537,6,0.341,57,F,Self-employed,171430,Owned,442,0,0.008,455,5368,Business,North-West,Online,0
CUST003783,10393,12,0.254,44,M,Employed,103697,Rented,251,2,0.002,694,22374,Emergency,South-West,Agent,0
CUST003784,8895,3,0.213,23,F,Employed,90602,Rented,645,1,0.007,181,50169,Education,North-West,Online,0
CUST003785,63401,3,0.339,55,M,Employed,538473,Rented,148,3,0.013,1396,26525,Business,South-South,Online,0
CUST003786,18757,12,0.198,21,M,Employed,241001,Rented,291,0,0.001,1016,5935,Business,South-South,Online,0
CUST003787,53083,3,0.304,63,M,Employed,25811,Family,170,0,0.208,1268,15333,Education,South-West,Agent,0
CUST003788,12552,24,0.286,52,M,Unemployed,99306,Family,383,1,0.002,788,731,Business,South-West,Online,0
CUST003789,45128,12,0.195,27,F,Employed,119120,Family,55,1,0.006,405,5990,Medical,South-West,Agent,0
CUST003790,173500,12,0.238,55,M,Self-employed,27429,Owned,504,1,0.125,1579,3108,Business,North-Central,Online,0
CUST003791,73379,6,0.205,67,M,Employed,93653,Rented,319,1,0.027,711,3879,Business,South-South,Agent,0
CUST003792,22139,12,0.283,47,Other,Employed,25173,Family,105,0,0.021,312,11147,Business,South-South,Agent,1
CUST003793,49446,3,0.261,59,M,Self-employed,55694,Owned,472,0,0.077,1503,7879,Medical,North-East,Branch,0
CUST003794,27206,12,0.181,26,M,Self-employed,48616,Owned,325,3,0.008,929,3318,Emergency,South-South,Agent,0
CUST003795,36660,3,0.346,33,M,Employed,239913,Family,131,1,0.018,444,697,Business,South-West,Online,0
CUST003796,24569,12,0.239,69,M,Employed,177981,Rented,257,1,0.003,249,3811,Education,North-West,Online,0
CUST003797,29815,6,0.224,21,F,Employed,21812,Rented,261,3,0.051,1799,62189,Medical,North-Central,Online,0
CUST003798,46840,3,0.218,43,F,Self-employed,566609,Rented,232,2,0.006,797,10213,Emergency,North-East,Online,0
CUST003799,11025,6,0.207,46,F,Self-employed,123446,Rented,294,2,0.003,1394,6970,Business,North-East,Online,0
CUST003800,10731,3,0.35,45,F,Employed,12496,Family,97,3,0.1,1185,4735,Emergency,North-West,Branch,0
CUST003801,6861,12,0.23,28,Other,Self-employed,20949,Owned,221,1,0.006,1013,16843,Education,South-West,Agent,0
CUST003802,5322,6,0.249,45,F,Self-employed,14383,Owned,616,0,0.015,435,16852,Education,South-South,Online,0
CUST003803,8427,6,0.328,61,M,Employed,35371,Rented,329,1,0.013,1072,9709,Education,North-Central,Agent,0
CUST003804,43974,12,0.289,49,M,Employed,406210,Rented,296,4,0.003,1215,5535,Emergency,South-South,Online,0
CUST003805,12439,6,0.243,41,F,Employed,56525,Family,496,1,0.009,1040,5432,Business,North-West,Branch,0
CUST003806,67261,6,0.333,68,M,Employed,82104,Rented,191,2,0.045,135,4832,Business,South-West,Online,1
CUST003807,37860,12,0.307,59,M,Employed,518783,Rented,283,0,0.002,980,3644,Medical,South-West,Agent,0
CUST003808,3421,3,0.219,56,F,Employed,22114,Rented,710,0,0.011,71,12333,Business,North-East,Online,0
CUST003809,79695,3,0.289,24,M,Unemployed,87236,Owned,304,1,0.088,1369,26241,Emergency,North-Central,Agent,0
CUST003810,96082,6,0.337,35,F,Employed,199698,Rented,85,0,0.027,468,31289,Emergency,South-West,Agent,0
CUST003811,11018,6,0.264,20,M,Self-employed,22611,Rented,297,3,0.021,39,24648,Business,South-South,Online,0
CUST003812,60127,12,0.305,61,F,Self-employed,149970,Rented,387,1,0.01,1750,10229,Emergency,North-East,Online,0
CUST003813,12993,6,0.345,63,M,Self-employed,78538,Family,420,3,0.01,650,46882,Emergency,South-West,Agent,0
CUST003814,40831,12,0.297,37,M,Employed,13398,Rented,275,0,0.075,1211,2844,Medical,North-Central,Online,0
CUST003815,7963,3,0.197,51,F,Employed,161631,Owned,265,2,0.003,1381,49010,Business,North-West,Agent,0
CUST003816,4222,6,0.222,47,F,Employed,86549,Owned,265,0,0.002,88,8913,Emergency,North-East,Branch,0
CUST003817,22939,6,0.281,26,F,Self-employed,66604,Family,324,0,0.016,1579,2775,Consumer,South-South,Online,0
CUST003818,31304,12,0.227,27,F,Employed,89519,Rented,133,0,0.007,315,6396,Business,South-West,Online,0
CUST003819,22534,24,0.343,23,F,Employed,353417,Rented,102,0,0.001,194,5601,Education,South-South,Agent,0
CUST003820,8770,12,0.249,34,M,Self-employed,61306,Rented,275,0,0.003,631,11171,Business,South-South,Branch,0
CUST003821,22474,24,0.258,32,M,Employed,24842,Owned,656,0,0.01,1328,4837,Emergency,South-South,Online,0
CUST003822,50169,6,0.299,50,M,Employed,14443,Owned,216,0,0.173,737,3409,Consumer,South-West,Online,0
CUST003823,34410,3,0.269,30,M,Self-employed,25727,Owned,98,0,0.12,1495,69361,Emergency,South-South,Online,0
CUST003824,45206,3,0.245,59,F,Self-employed,22051,Family,111,2,0.167,532,14728,Education,South-South,Online,0
CUST003825,16250,6,0.193,61,F,Employed,28984,Rented,377,1,0.018,34,8147,Business,North-East,Agent,0
CUST003826,148161,6,0.281,39,F,Employed,49147,Family,295,0,0.141,502,4878,Emergency,South-East,Online,0
CUST003827,8853,3,0.327,33,F,Self-employed,138500,Owned,198,0,0.007,296,1930,Business,South-South,Agent,0
CUST003828,65190,6,0.297,51,F,Employed,21074,Rented,281,0,0.153,1745,974,Business,North-East,Online,0
CUST003829,149981,6,0.245,20,M,Employed,22555,Owned,118,2,0.272,275,2293,Business,North-Central,Online,1
CUST003830,64672,3,0.202,25,F,Self-employed,49627,Owned,134,1,0.088,1746,5363,Emergency,South-South,Branch,0
CUST003831,28480,6,0.319,37,M,Self-employed,59143,Rented,307,3,0.026,1406,4432,Emergency,South-West,Online,0
CUST003832,19264,12,0.34,64,F,Self-employed,142399,Rented,312,1,0.004,1610,20481,Education,North-West,Branch,0
CUST003833,125907,6,0.246,41,F,Employed,76505,Family,317,1,0.067,372,349,Emergency,South-East,Agent,0
CUST003834,6584,12,0.304,68,F,Self-employed,98002,Owned,39,1,0.002,63,9123,Business,South-South,Online,0
CUST003835,11337,12,0.25,35,M,Employed,70757,Family,185,0,0.003,107,64836,Emergency,North-East,Branch,0
CUST003836,22537,6,0.265,40,M,Employed,12944,Rented,469,0,0.077,134,2420,Consumer,North-West,Online,0
CUST003837,160361,6,0.322,18,F,Employed,10552,Rented,151,0,0.8,1114,5276,Emergency,North-West,Agent,1
CUST003838,57280,6,0.194,68,F,Employed,5532,Rented,183,1,0.335,917,7215,Business,South-West,Online,0
CUST003839,11365,12,0.27,19,M,Employed,15683,Owned,387,0,0.016,943,14225,Emergency,South-West,Agent,0
CUST003840,25025,6,0.216,22,M,Employed,41874,Rented,315,0,0.022,706,2871,Business,South-South,Online,0
CUST003841,17375,6,0.238,35,M,Employed,80270,Rented,190,0,0.009,778,6324,Emergency,North-West,Online,0
CUST003842,15494,3,0.29,33,M,Employed,4080,Owned,469,1,0.367,795,921,Medical,South-West,Agent,0
CUST003843,117555,12,0.185,27,F,Unemployed,23756,Rented,426,1,0.076,166,41490,Consumer,North-East,Branch,0
CUST003844,7001,6,0.281,70,M,Employed,32432,Rented,92,0,0.01,1314,4364,Business,South-West,Online,0
CUST003845,250330,12,0.228,46,F,Self-employed,32630,Family,232,0,0.146,207,22351,Business,South-South,Online,0
CUST003846,98113,6,0.294,52,M,Employed,32971,Family,256,2,0.146,1267,29791,Emergency,South-West,Online,0
CUST003847,134461,12,0.204,42,M,Unemployed,12479,Rented,561,0,0.183,530,3404,Medical,North-Central,Branch,0
CUST003848,20836,12,0.305,59,M,Employed,44935,Rented,237,0,0.012,1489,5781,Education,North-East,Agent,0
CUST003849,30335,6,0.29,41,F,Employed,21290,Rented,395,0,0.069,1289,47944,Medical,South-South,Agent,0
CUST003850,6504,24,0.345,30,F,Unemployed,234936,Owned,50,1,0,1387,2440,Business,South-South,Agent,0
CUST003851,19349,12,0.335,38,F,Self-employed,200786,Owned,223,0,0.003,895,2165,Emergency,South-East,Agent,0
CUST003852,65669,3,0.228,59,F,Unemployed,22815,Owned,292,1,0.219,467,1810,Medical,South-East,Agent,0
CUST003853,172004,3,0.185,60,M,Employed,26144,Owned,206,2,0.406,1678,919,Emergency,South-West,Agent,0
CUST003854,9618,12,0.291,56,M,Employed,412145,Rented,427,0,0.001,1071,1424,Consumer,North-West,Online,0
CUST003855,23421,12,0.282,51,M,Employed,12418,Family,352,2,0.044,599,33978,Emergency,North-Central,Online,0
CUST003856,30286,12,0.185,36,M,Unemployed,62803,Family,488,0,0.007,739,5911,Emergency,North-East,Agent,0
CUST003857,6802,12,0.201,45,F,Employed,300205,Family,262,4,0,606,2253,Medical,South-South,Online,0
CUST003858,73837,12,0.279,44,M,Employed,21569,Owned,98,0,0.08,494,18470,Business,North-West,Online,0
CUST003859,15232,6,0.335,67,M,Employed,10184,Owned,256,1,0.084,797,11194,Consumer,North-East,Online,0
CUST003860,28725,12,0.334,43,M,Employed,32417,Rented,252,0,0.025,348,1591,Education,South-South,Agent,0
CUST003861,21113,3,0.206,28,M,Employed,43661,Owned,441,0,0.033,625,2165,Business,North-West,Online,0
CUST003862,14083,24,0.245,66,F,Employed,70282,Family,100,1,0.002,1612,17151,Emergency,South-East,Agent,0
CUST003863,36009,12,0.187,52,M,Self-employed,66563,Rented,187,0,0.008,518,5324,Emergency,North-Central,Agent,0
CUST003864,28036,12,0.26,37,M,Employed,90146,Family,709,1,0.007,929,64294,Business,South-South,Online,0
CUST003865,23243,6,0.308,29,F,Employed,3279,Owned,285,1,0.364,598,1523,Medical,South-South,Agent,0
CUST003866,15151,3,0.314,45,M,Self-employed,62444,Rented,302,4,0.025,1477,17230,Business,North-Central,Online,0
CUST003867,53286,6,0.265,19,F,Self-employed,26424,Rented,279,4,0.089,1125,4324,Emergency,South-West,Branch,0
CUST003868,264168,12,0.196,18,F,Employed,247114,Owned,434,2,0.017,464,810,Business,South-West,Online,0
CUST003869,42953,12,0.245,26,F,Self-employed,133511,Rented,287,3,0.007,1605,13979,Emergency,North-East,Online,0
CUST003870,120011,6,0.338,39,M,Self-employed,171806,Rented,203,2,0.039,1424,172369,Business,South-East,Branch,0
CUST003871,6848,12,0.219,68,F,Employed,175541,Rented,360,0,0.001,1555,20594,Business,South-South,Branch,0
CUST003872,43884,12,0.234,57,F,Employed,69016,Rented,119,0,0.012,1038,1902,Business,North-West,Online,0
CUST003873,9731,3,0.307,44,F,Employed,35153,Rented,158,2,0.028,442,40568,Education,North-Central,Branch,0
CUST003874,6171,6,0.305,26,M,Employed,49737,Rented,240,0,0.006,1361,4172,Business,South-South,Branch,0
CUST003875,14954,12,0.335,24,M,Employed,164909,Owned,264,2,0.003,1781,18736,Business,South-West,Branch,0
CUST003876,151793,12,0.246,53,F,Employed,42865,Family,528,0,0.073,626,626,Business,South-South,Online,0
CUST003877,113552,12,0.267,65,F,Self-employed,64557,Owned,669,2,0.039,926,4099,Business,South-West,Online,0
CUST003878,48611,12,0.259,55,F,Employed,53052,Rented,245,2,0.02,216,1257,Business,North-West,Online,0
CUST003879,5771,24,0.338,67,F,Employed,44215,Owned,541,0,0.002,915,80761,Medical,North-Central,Online,0
CUST003880,28694,3,0.311,19,M,Self-employed,235316,Family,125,0,0.013,1101,6345,Education,South-West,Online,0
CUST003881,52158,6,0.321,60,F,Self-employed,33230,Owned,127,0,0.084,1792,31422,Business,North-East,Branch,0
CUST003882,44830,3,0.203,22,M,Employed,17243,Owned,308,1,0.176,1402,40833,Business,South-South,Online,0
CUST003883,3973,3,0.315,34,F,Self-employed,125239,Rented,55,0,0.003,357,12239,Education,North-Central,Online,0
CUST003884,12476,6,0.254,54,M,Unemployed,50345,Family,184,1,0.01,576,55408,Emergency,North-West,Agent,0
CUST003885,33627,3,0.184,52,F,Self-employed,31428,Rented,465,0,0.066,196,51257,Business,South-South,Online,0
CUST003886,69116,24,0.19,68,M,Self-employed,35005,Owned,72,1,0.016,971,2662,Business,South-East,Online,0
CUST003887,2603,24,0.295,25,F,Self-employed,40356,Rented,175,1,0.001,179,58583,Business,North-East,Branch,0
CUST003888,29895,6,0.243,60,M,Employed,26485,Rented,131,1,0.046,894,5511,Education,South-East,Online,0
CUST003889,43116,12,0.328,20,F,Employed,331049,Family,710,3,0.004,1025,1473,Business,North-East,Branch,0
CUST003890,100663,12,0.305,20,M,Self-employed,198463,Family,369,0,0.013,1718,2141,Education,South-West,Agent,0
CUST003891,83402,12,0.184,18,F,Self-employed,14465,Owned,74,0,0.088,1145,5203,Business,North-Central,Branch,0
CUST003892,73063,12,0.297,41,F,Employed,30148,Rented,303,0,0.06,98,1026,Emergency,North-West,Online,0
CUST003893,13905,3,0.213,62,M,Employed,40052,Rented,306,0,0.025,700,1674,Business,North-East,Branch,0
CUST003894,3679,12,0.252,47,M,Employed,4570,Family,312,1,0.017,675,4804,Education,North-Central,Agent,0
CUST003895,22659,12,0.286,59,F,Self-employed,28452,Rented,235,2,0.019,144,17758,Consumer,North-West,Online,1
CUST003896,120808,12,0.328,43,M,Employed,99943,Family,269,2,0.033,1268,2786,Medical,North-West,Agent,0
CUST003897,193328,24,0.258,55,M,Employed,47039,Rented,102,0,0.044,1521,22466,Medical,South-West,Online,0
CUST003898,85191,24,0.317,60,F,Self-employed,242226,Rented,57,0,0.005,482,2373,Emergency,South-West,Agent,0
CUST003899,60791,12,0.313,57,F,Employed,92889,Rented,246,0,0.017,318,7978,Education,South-South,Online,0
CUST003900,57272,12,0.25,68,M,Self-employed,279385,Family,266,0,0.004,1758,111087,Business,North-Central,Online,0
CUST003901,18632,24,0.265,60,F,Employed,123833,Family,247,0,0.002,860,14800,Education,South-West,Branch,0
CUST003902,31067,6,0.299,55,F,Employed,51052,Rented,311,0,0.03,126,17038,Business,South-West,Online,0
CUST003903,269112,6,0.185,61,F,Employed,19295,Rented,223,2,0.43,1273,418,Business,North-East,Branch,0
CUST003904,11718,3,0.331,67,F,Employed,16447,Family,92,2,0.079,980,62662,Business,North-Central,Agent,0
CUST003905,252138,12,0.311,20,M,Employed,83982,Family,179,0,0.078,50,41682,Education,South-West,Online,0
CUST003906,24675,12,0.222,30,F,Employed,163691,Owned,152,1,0.003,197,44481,Emergency,South-South,Online,0
CUST003907,178174,3,0.347,53,M,Self-employed,70034,Rented,215,0,0.294,1444,5777,Emergency,South-South,Agent,0
CUST003908,6713,24,0.21,58,M,Self-employed,97475,Rented,94,1,0.001,124,1218,Medical,South-South,Branch,0
CUST003909,73356,12,0.335,65,M,Employed,126798,Owned,196,0,0.016,1385,26514,Medical,North-West,Agent,0
CUST003910,15001,12,0.235,29,F,Employed,38338,Owned,349,2,0.008,1345,3442,Medical,South-West,Online,0
CUST003911,6645,3,0.31,37,F,Self-employed,100508,Owned,363,2,0.007,1706,6875,Business,South-East,Online,0
CUST003912,47204,12,0.258,56,F,Employed,108044,Owned,157,2,0.009,302,2081,Education,North-East,Online,0
CUST003913,121949,12,0.305,61,F,Self-employed,17660,Owned,513,1,0.176,610,13877,Business,South-East,Branch,0
CUST003914,13174,12,0.206,25,M,Employed,71757,Family,344,0,0.003,1013,1403,Education,North-Central,Agent,0
CUST003915,6010,12,0.226,70,M,Employed,94543,Family,273,0,0.001,783,9539,Education,North-West,Branch,0
CUST003916,32525,12,0.197,64,M,Employed,90112,Owned,426,0,0.006,158,17704,Education,North-West,Branch,0
CUST003917,32698,6,0.327,19,F,Employed,80809,Owned,89,0,0.022,1512,13093,Business,South-West,Online,0
CUST003918,70121,12,0.23,28,F,Employed,141841,Rented,423,2,0.009,1181,2064,Business,South-West,Online,0
CUST003919,113494,3,0.298,38,M,Employed,672518,Rented,221,0,0.017,1334,5250,Business,North-East,Online,0
CUST003920,33816,6,0.319,54,F,Unemployed,74133,Owned,477,0,0.024,130,41652,Emergency,North-West,Online,0
CUST003921,336584,3,0.333,23,F,Self-employed,341112,Family,464,2,0.11,1280,2587,Business,South-West,Online,0
CUST003922,47528,6,0.198,36,F,Self-employed,9246,Owned,90,0,0.17,1750,97914,Business,North-West,Branch,0
CUST003923,23963,6,0.332,47,M,Self-employed,70045,Owned,221,2,0.019,524,4943,Medical,South-South,Online,0
CUST003924,5250,12,0.214,63,F,Employed,10573,Rented,169,4,0.009,1021,25317,Consumer,North-West,Branch,0
CUST003925,26497,12,0.305,56,M,Self-employed,34313,Owned,529,4,0.02,1414,4594,Business,South-West,Online,0
CUST003926,24253,6,0.304,61,M,Self-employed,383570,Owned,82,0,0.003,1487,4008,Medical,South-West,Agent,0
CUST003927,114963,12,0.181,66,M,Self-employed,144644,Family,588,0,0.012,1529,4815,Emergency,South-East,Online,0
CUST003928,63258,3,0.218,53,M,Employed,67471,Rented,420,0,0.068,1105,80748,Emergency,North-Central,Branch,0
CUST003929,8819,3,0.264,37,F,Employed,210471,Family,553,0,0.004,819,84204,Education,South-West,Online,0
CUST003930,44654,12,0.251,27,F,Employed,79010,Owned,515,0,0.012,954,16481,Emergency,South-West,Online,0
CUST003931,81294,12,0.336,41,F,Employed,38637,Family,333,1,0.059,337,3945,Emergency,South-East,Online,0
CUST003932,227211,12,0.241,50,F,Employed,9232,Family,703,0,0.494,726,2091,Medical,South-East,Agent,0
CUST003933,105345,6,0.339,46,M,Self-employed,95503,Rented,340,1,0.062,750,36759,Emergency,South-East,Online,0
CUST003934,90491,12,0.258,47,F,Employed,20718,Rented,325,0,0.094,935,10284,Education,North-West,Agent,0
CUST003935,39030,12,0.344,53,F,Self-employed,59118,Rented,183,1,0.019,516,14628,Business,North-East,Online,0
CUST003936,57871,24,0.305,62,F,Employed,52876,Rented,154,0,0.014,928,97917,Medical,North-East,Online,0
CUST003937,162658,6,0.321,23,M,Self-employed,39474,Owned,356,1,0.22,1316,44630,Education,North-Central,Agent,0
CUST003938,7336,12,0.198,64,M,Employed,85191,Family,99,0,0.001,502,46917,Business,South-South,Online,0
CUST003939,23877,12,0.28,31,F,Employed,435611,Rented,568,1,0.001,942,7995,Medical,North-Central,Online,0
CUST003940,14370,24,0.204,20,M,Employed,71931,Rented,185,0,0.002,1503,1566,Emergency,North-Central,Online,0
CUST003941,57238,6,0.231,41,M,Employed,54437,Family,550,0,0.04,1067,1492,Business,North-Central,Online,0
CUST003942,158937,12,0.286,36,M,Employed,46748,Rented,229,2,0.081,1452,9991,Emergency,South-West,Online,0
CUST003943,17740,6,0.303,55,M,Self-employed,61274,Owned,403,0,0.015,1598,23332,Consumer,South-West,Online,0
CUST003944,2062,12,0.187,51,F,Employed,192264,Rented,85,3,0,709,2292,Emergency,South-West,Branch,1
CUST003945,22144,6,0.27,26,F,Employed,1483,Owned,179,1,0.671,588,14675,Emergency,South-West,Agent,0
CUST003946,108680,3,0.276,47,M,Employed,44973,Owned,120,0,0.222,1015,16653,Business,North-Central,Branch,0
CUST003947,69227,12,0.193,49,M,Employed,4608,Rented,212,1,0.242,1537,41359,Emergency,North-Central,Online,0
CUST003948,60707,6,0.265,30,M,Self-employed,35417,Family,382,4,0.076,1679,10345,Business,South-East,Agent,0
CUST003949,25952,3,0.301,35,M,Unemployed,63603,Family,57,1,0.041,127,17055,Business,South-West,Agent,0
CUST003950,7825,6,0.189,61,M,Self-employed,182046,Rented,385,2,0.001,873,2392,Consumer,South-West,Online,0
CUST003951,67396,3,0.309,70,F,Self-employed,139949,Family,554,0,0.05,782,20828,Medical,South-South,Branch,0
CUST003952,13344,24,0.278,39,M,Employed,263253,Owned,435,0,0.001,117,7733,Education,South-South,Branch,0
CUST003953,499276,12,0.322,21,F,Employed,40688,Rented,465,0,0.329,1648,12521,Emergency,North-Central,Online,0
CUST003954,72013,12,0.217,40,M,Self-employed,21804,Family,382,0,0.06,403,18672,Business,North-West,Branch,0
CUST003955,18091,6,0.322,24,M,Self-employed,31371,Rented,218,0,0.031,1104,1155,Business,South-South,Online,0
CUST003956,17436,24,0.196,61,M,Self-employed,121585,Rented,185,2,0.001,529,5898,Education,North-Central,Online,0
CUST003957,32482,6,0.249,28,F,Employed,278001,Owned,776,0,0.005,1487,3484,Business,South-South,Online,0
CUST003958,27244,12,0.214,56,M,Employed,95981,Rented,402,4,0.005,1717,21574,Business,North-West,Branch,0
CUST003959,138718,6,0.329,59,F,Employed,34958,Owned,253,1,0.218,419,975,Business,South-West,Branch,0
CUST003960,45419,12,0.3,58,M,Self-employed,13147,Rented,246,0,0.086,665,12121,Business,South-West,Branch,0
CUST003961,15093,12,0.184,51,F,Unemployed,46203,Rented,270,3,0.005,1617,11186,Emergency,North-Central,Online,0
CUST003962,350995,6,0.182,22,F,Self-employed,126401,Rented,487,2,0.084,633,42855,Consumer,North-Central,Online,0
CUST003963,38529,3,0.23,59,F,Employed,14943,Rented,263,0,0.198,1457,15273,Education,North-Central,Online,0
CUST003964,91364,12,0.204,42,F,Employed,538802,Owned,446,2,0.003,1439,9752,Business,South-West,Online,0
CUST003965,17503,6,0.287,45,M,Employed,47940,Rented,166,1,0.017,1519,2938,Education,North-Central,Online,0
CUST003966,56147,3,0.293,31,F,Self-employed,180752,Rented,320,0,0.03,290,3738,Business,North-East,Agent,0
CUST003967,52750,6,0.34,44,F,Employed,18421,Family,269,0,0.162,1009,6860,Education,South-South,Online,0
CUST003968,3760,12,0.342,33,M,Employed,36031,Owned,434,2,0.003,525,27830,Emergency,South-West,Online,0
CUST003969,407717,12,0.292,44,M,Employed,258191,Owned,509,0,0.038,561,1723,Business,South-West,Online,0
CUST003970,170889,3,0.181,19,F,Self-employed,16326,Family,381,0,0.631,528,3645,Business,North-West,Online,0
CUST003971,22547,6,0.241,36,M,Self-employed,109708,Rented,354,1,0.008,1654,269010,Business,South-South,Online,0
CUST003972,9674,12,0.267,40,F,Self-employed,23018,Owned,180,2,0.009,898,20593,Education,South-East,Online,0
CUST003973,55109,12,0.265,58,M,Employed,21928,Owned,307,1,0.055,1400,3738,Business,South-East,Online,0
CUST003974,40297,6,0.283,31,F,Employed,55010,Family,632,2,0.035,1616,20127,Consumer,South-South,Online,0
CUST003975,55648,12,0.343,64,M,Employed,28930,Rented,214,1,0.055,911,85003,Business,North-East,Agent,0
CUST003976,45701,6,0.33,68,F,Employed,83874,Owned,593,5,0.03,1569,47627,Business,South-East,Agent,0
CUST003977,66668,6,0.199,43,M,Self-employed,46149,Owned,742,0,0.048,1592,4126,Education,South-West,Online,0
CUST003978,206234,24,0.225,25,F,Self-employed,26679,Owned,256,0,0.072,1627,5033,Business,South-West,Branch,0
CUST003979,71806,24,0.322,44,F,Unemployed,48728,Rented,248,2,0.02,1021,15986,Business,South-East,Online,0
CUST003980,10305,6,0.32,64,F,Employed,318813,Rented,290,0,0.002,823,32336,Business,North-West,Online,0
CUST003981,186292,3,0.227,57,M,Employed,21421,Rented,438,1,0.658,1638,3292,Emergency,North-East,Agent,0
CUST003982,260078,6,0.304,45,F,Employed,18453,Owned,224,1,0.714,1189,11962,Business,North-East,Agent,0
CUST003983,1595133,3,0.294,21,M,Self-employed,20136,Rented,366,0,0.8,454,3145,Business,South-West,Agent,1
CUST003984,9431,3,0.26,55,F,Self-employed,20675,Owned,295,0,0.04,822,12322,Emergency,North-East,Branch,0
CUST003985,48603,6,0.214,28,F,Employed,21838,Owned,177,0,0.079,1132,6053,Medical,South-West,Agent,0
CUST003986,2985,24,0.331,61,M,Self-employed,13864,Rented,92,0,0.003,1562,6208,Business,South-South,Branch,0
CUST003987,70528,12,0.295,41,M,Employed,157720,Rented,416,1,0.011,447,30570,Emergency,South-East,Online,0
CUST003988,18810,12,0.209,45,F,Self-employed,72539,Rented,228,2,0.005,853,42381,Emergency,North-Central,Branch,0
CUST003989,365176,12,0.3,58,M,Employed,56720,Rented,420,1,0.161,681,18214,Education,South-South,Agent,0
CUST003990,14335,3,0.306,35,F,Employed,839947,Owned,78,0,0.002,1454,751,Emergency,South-South,Agent,0
CUST003991,4783,6,0.331,66,Other,Self-employed,114854,Rented,125,0,0.002,906,5453,Medical,South-West,Agent,0
CUST003992,20629,3,0.218,38,F,Employed,1500000,Rented,538,2,0.001,1426,599,Business,South-West,Branch,0
CUST003993,3392,12,0.348,43,M,Self-employed,248377,Rented,21,0,0,1025,6319,Business,North-Central,Online,0
CUST003994,89439,3,0.206,20,F,Self-employed,15746,Rented,261,0,0.39,942,312,Emergency,South-West,Agent,0
CUST003995,3046,12,0.282,30,M,Employed,13805,Owned,406,0,0.005,1710,1520,Emergency,North-Central,Branch,0
CUST003996,37577,12,0.292,55,F,Employed,33969,Rented,153,1,0.027,997,6189,Medical,North-Central,Online,0
CUST003997,3000,6,0.251,45,M,Self-employed,40595,Rented,396,0,0.003,277,8394,Business,North-Central,Online,0
CUST003998,24726,3,0.261,31,M,Employed,243952,Rented,197,0,0.009,866,18955,Emergency,North-Central,Branch,0
CUST003999,260942,12,0.331,18,M,Employed,38079,Owned,273,0,0.189,728,4349,Business,North-Central,Branch,0
CUST004000,55981,24,0.29,45,M,Self-employed,52999,Owned,369,0,0.013,97,43570,Business,South-East,Agent,0
CUST004001,12884,12,0.264,53,F,Employed,16573,Family,233,4,0.017,1213,3241,Business,North-East,Online,0
CUST004002,34980,6,0.202,67,F,Employed,123914,Rented,480,2,0.01,1145,29549,Medical,South-West,Agent,0
CUST004003,37109,12,0.181,28,F,Self-employed,200343,Family,217,0,0.003,1320,15262,Business,North-East,Agent,0
CUST004004,64033,6,0.201,60,F,Self-employed,140357,Rented,287,0,0.015,809,3400,Business,South-West,Online,0
CUST004005,7042,24,0.343,57,M,Employed,69096,Rented,215,0,0.001,810,11673,Business,North-East,Branch,0
CUST004006,73945,12,0.31,21,F,Self-employed,184915,Rented,55,1,0.01,869,41934,Business,South-South,Agent,0
CUST004007,1414,12,0.344,51,F,Self-employed,107747,Rented,655,0,0,797,28732,Education,South-West,Online,0
CUST004008,17053,6,0.186,18,M,Employed,142725,Rented,334,1,0.004,240,24535,Business,North-East,Online,0
CUST004009,20212,12,0.296,27,M,Employed,25342,Rented,296,1,0.02,1276,4230,Medical,South-West,Online,0
